Item_ID,Item_Type_ID,Culture_ID,Item_Name,Weight,Civilian
594,3,8,Imperial Jeweled Helmet,3.4,No
595,3,8,Imperial Plumed Helmet,3.1,No
596,3,4,Infantry Steel Helmet,2.2,No
597,3,8,Iron Legionary Helm over Cloth,3.2,No
598,3,8,Iron Nasalhelm over Coif,3.6,No
599,3,8,Iron Nasalhelm over Leather,3.5,No
600,3,8,Iron Nasalhelm over Mail,3.3,No
601,3,8,Iron Nasalhelm over Padding,3.1,No
602,3,8,Iron Roundkettle over Leather,2.2,No
603,3,8,Iron Roundkettle over Mail,2.85,No
604,3,8,Iron Spiked Kettle over Mail,2.85,No
605,3,8,Jeweled Crown,2.1,No
606,3,6,Jeweled Fur Rimmed Helmet,2.4,Yes
607,3,8,Jeweled Plumed Battle Crown,2.1,No
608,3,1,Keffiyeh with Brown Band,0.2,Yes
609,3,1,Keffiyeh with Silken Band,0.2,Yes
610,3,7,Kettle Hat over Mail Coif,2.9,No
611,3,7,Kettle Hat over Padded Cloth,2.4,No
612,3,7,Kettle Hat over Padded Coif,2.6,No
613,3,7,Kettle Helmet over Arming Coif,2.3,No
614,3,7,Kettle Helmet over Laced Coif,2.5,No
615,3,7,Kettle Helmet over Mail,2.8,No
616,3,7,Kettle Helmet over Padded Cap,2.25,No
617,3,7,Kettle Helmet over Padded Cloth,2.6,No
618,3,7,Kettle Helmet over Padded Coif,2.68,No
619,3,7,Kettle Helmet with Leather,2.4,No
620,3,7,Kettle Helmet with Mail,2.9,No
621,3,7,Kettle over Laced Coif,3,No
622,3,7,Kettle over Mail Coif,3.6,No
623,3,7,Kettle over Padded Coif,3,No
624,3,4,Khuzait Battle Crown,2.7,No
625,3,7,Knight Helmet with Bronze Faceguard,2.3,No
626,3,8,Laced Cloth Coif,0.4,Yes
627,3,7,Laced Coif,0.6,Yes
628,3,8,Leather Cap,0.4,Yes
629,3,7,Leather Coif,0.3,Yes
630,3,8,Leather Coif,0.3,Yes
631,3,2,Leather Studded Helm,0.5,No
632,3,2,Leather Studded Helm over Headcloth,0.7,No
633,3,2,Leather Studded Helm over Roughscale,2.1,No
634,3,2,Leather Studded Helm over Thinhide,0.8,No
635,3,8,Legionary Helm,3.2,No
636,3,8,Light Roundkettle over Leather,2.2,No
637,3,8,Lightweight Padded Coif,0.5,Yes
638,3,7,Loose Head Scarf,0.5,Yes
639,3,8,Lord Helmet with Metal Strips,3.4,No
640,3,1,Lordly Steel Cap,2.9,No
641,3,7,Luxurious Head Scarf,0.3,Yes
642,3,1,Luxury Turban Over Helmet,2.8,No
643,3,8,Mail Coif,1.7,No
644,3,8,Mail Coif with Helmet Padding,1.7,No
645,3,6,Mailed Nasal Helmet,3.15,No
646,3,1,Mamluke Helmet with Mail,2.9,No
647,3,5,Merchant Hat,0.1,Yes
648,3,7,Nasal Cervelliere over Laced Coif,2.1,No
649,3,7,Nasal Cervelliere over Mail Coif,2.6,No
650,3,7,Nasal Cervelliere over Padded Cap,2,No
651,3,7,Nasal Cervelliere over Padded Coif,2.2,No
652,3,7,Nasal Helmet over Cloth Headwrap,2,No
653,3,7,Nasal Helmet over Laced Coif,2.3,No
654,3,7,Nasal Helmet over Mail,3.1,No
655,3,7,Nasal Helmet over Mail Coif,3.3,No
656,3,7,Nasal Helmet over Padded Cloth,2.2,No
657,3,7,Nasal Helmet over Padded Coif,2.4,No
658,3,6,Nasal Helmet with Leather,2.2,No
659,3,6,Nasal Helmet with Mail,2.5,No
660,3,6,Nasalhelm over Leather,1.9,No
661,3,6,Nasalhelm over Mail,2.8,No
662,3,1,Noble Crowned Lord Helmet,3.4,No
663,3,4,Noble Lancer Helmet,3.4,No
664,3,1,Noble Steel Cap,3.5,No
665,3,4,Nomad Cap,0.3,Yes
666,3,4,Nomad Fur Cap,0.35,Yes
667,3,4,Nomad Helmet,2.1,No
668,3,4,Nomad Padded Hood,0.6,Yes
669,3,6,Northern Closed Warlord Helmet,3.7,No
670,3,1,Open Head Scarf,0.5,Yes
671,3,8,Open Mail Coif,1.5,No
672,3,8,Open Mail Coif,1.6,No
673,3,7,Open Padded Coif,0.6,Yes
674,3,1,Ornate Desert Battle Crown,2.8,No
675,3,4,Ornate Steel Cap,1.4,No
676,3,7,Padded Cap,0.2,Yes
677,3,7,Padded Coif,0.4,No
678,3,7,Padded Half Coif,0.7,No
679,3,7,Padded Leather Cape,0.4,No
680,3,8,Palatine Guard Helmet,3.2,No
681,3,4,Peaked Fur Hood,0.7,No
682,3,7,Peaked Helmet over Laced Coif,2.8,No
683,3,7,Peaked Helmet over Mail,2.8,No
684,3,7,Peaked Helmet over Mail Coif,3,No
685,3,7,Peaked Helmet over Padded Cloth,2.5,No
686,3,7,Peasant Head Wrapping,0.05,Yes
687,3,8,Pilgrim Hood,0.2,Yes
688,3,7,Plated Helmet,3,No
689,3,7,Plated Helmet with Sideguards,3.9,No
690,3,6,Plated Warlord Helmet,3.8,No
691,3,6,Plumed Decorated Mailed Nasal Helmet,3.2,No
692,3,4,Plumed Fur Lined Helmet,2.1,No
693,3,8,Plumed Helmet,2.9,No
694,3,4,Plumed Lamellar Helmet,2.8,No
695,3,4,Plumed Noble Lancer Helmet with Neckguard,3.6,No
696,3,4,Plumed Nomad Helmet,2.6,No
697,3,1,Pointed Skullcap over Cloth Headwrap,2.1,No
698,3,1,Pointed Skullcap over Gambeson,2.2,No
699,3,1,Pointed Skullcap over Laced Coif,2.2,No
700,3,1,Pointed Skullcap over Mail Coif,2.8,No
701,3,1,Pointed Skullcap with Mail,2.6,No
702,3,6,Reinforced Closed Goggled Helmet,3.2,No
703,3,2,Ridged Decorated Bronze Cap with Cheek Guards,3.3,No
704,3,2,Ridged Decorated Steel Cap with Cheek Guards,3.2,No
705,3,2,Ridged Helm,3.2,No
706,3,6,Ridged Warlord Helmet,3.6,No
707,3,9,Rough Padded Cap,0.5,No
708,3,6,Roughhide Cap,0.5,Yes
709,3,2,Roughscale Helmet,2.2,No
710,3,1,Roughspun Keffiyeh,0.2,Yes
711,3,8,Roundkettle Helmet,2.8,No
712,3,8,Roundkettle over Cloth,2,No
713,3,8,Roundkettle over Laced Cloth,2,No
714,3,8,Roundkettle over Leather,2.2,No
715,3,8,Roundkettle over Mail,2.8,No
716,3,8,Roundkettle over Mail,3.1,No
717,3,8,Roundkettle over Padding,2.4,No
718,3,8,Royal Cataphract Helmet,3.7,No
719,3,7,Rural Head Wrap,0.1,Yes
720,3,1,Rural Headdress,0.2,Yes
721,3,6,Sea Raider Goggled Helmet,3.2,No
722,3,7,Segmented Cervelliere over Laced Coif,2.3,No
723,3,7,Segmented Cervelliere over Mail,2.85,No
724,3,7,Segmented Cervelliere over Mail Coif,2.9,No
725,3,7,Segmented Cervelliere over Padded Cloth,2.8,No
726,3,7,Segmented Skullcap over Laced Coif,1.2,No
727,3,7,Segmented Skullcap over Mail Coif,3.2,No
728,3,7,Segmented Skullcap over Padded Cloth,2.6,No
729,3,7,Segmented Skullcap over Padded Coif,2.3,No
730,3,8,Spangenhelm over Leather,2.7,No
731,3,8,Spangenhelm over Mail,3.3,No
732,3,6,Spangenhelm with Leather,1.2,No
733,3,6,Spangenhelm with Padded Cloth,1.9,No
734,3,4,Spiked Helmet,3.5,No
735,3,1,Spiked Helmet with Closed Turban,2.4,No
736,3,4,Spiked Helmet with Facemask,4.5,No
737,3,1,Spiked Helmet with Open Turban,1.3,No
738,3,8,Spiked Kettle over Mail,3.1,No
739,3,8,Spiked Kettle over Padding,2.5,No
740,3,1,Steel Cap,1.2,No
741,3,2,Steel Cap with Cheek Guards,2.9,No
742,3,6,Steel Cap with Nose Guard,1.8,No
743,3,6,Steel Nasal Cap,2.4,No
744,3,8,Tall Helmet,2.2,No
745,3,4,Thick Fur Hood,0.6,No
746,3,2,Thinhide Coif,0.5,Yes
747,3,1,Tied Head Wrapping,0.5,Yes
748,3,1,Tight Head Scarf,0.7,No
749,3,1,Tribal Turban,0.6,Yes
750,3,1,Turban,0.5,Yes
751,3,2,Two Pronged Bronze Crown,2.3,Yes
752,3,4,Upturned Fur Cap,0.6,Yes
753,3,7,Visored Helmet over Laced Coif,3.2,No
754,3,7,Visored Helmet over Mail Coif,3.6,No
755,3,7,Visored Helmet over Padded Cloth,3.3,No
756,3,7,Visored Helmet over Padded Coif,3.3,No
757,3,2,Warlord Helmet,3.1,No
758,3,6,Warlord Helmet over Full Mail,3.8,No
759,3,6,Warlord Helmet over Mail,3.1,No
760,3,6,Warlord Helmet with Cheek Guards,3.6,No
761,3,2,Warlord Helmet with Feathers,3.3,No
762,3,6,Warlord Helmet with Nose Guard,3.5,No
763,3,2,Wolf Head,1.3,No
764,3,1,Woven Turban,0.8,Yes
765,3,1,Wrapped Cap,0.4,Yes
766,3,2,Wrapped Headcloth,0.2,Yes
767,3,1,Wrapped Helmet with Mail Coif,3,No
768,3,1,Wrapped Leather Cap,0.5,Yes
769,3,2,Armored Bearskin,7,No
770,3,2,Bear Pelt,3.3,No
771,3,4,Bolted Leather Strips,0.8,No
772,3,4,Bronze Lamellar Shoulder Guards,1.6,No
773,3,4,Bronze Lamellar Shoulder Pieces,5,No
774,3,8,Bronze Pauldrons,3.5,No
775,3,8,Bronze Pauldrons with Neck Guard,6.5,No
776,3,8,Bronze Plate Pauldrons,2.4,No
777,3,1,Bronze Scale Pauldrons,3.6,No
778,3,1,Bronze Scale Pauldrons,2.6,No
779,3,1,Bronze Scale Shoulder Guards,6,No
780,3,1,Bronze Scale Shoulder Guards,5.8,No
781,3,8,Caped Leather Harness,4.9,No
782,3,2,Chained Fur Cloak,4.5,No
783,3,5,Cotton Hood,0.2,Yes
784,3,4,Cured Leather Pauldrons,0.8,No
785,3,2,Cured Leather Shoulder Pieces,0.85,No
786,3,4,Cured Studded Leather Shoulders,4.5,No
787,3,1,Decorated Bronze Scale Pauldrons,5.8,No
788,3,4,Decorated Lamellar Leather Shoulder Guards,1.3,No
789,3,8,Decorated Leather Harness,4.5,No
790,3,8,Decorated Leather Harness over Mail,11.5,No
791,3,8,Decorated Leather Harness over Scale,13.5,No
792,3,8,Decorated Leather Harness with Padding,8.5,No
793,3,1,Decorated Long Sleeve Bronze Scale Pauldrons,12.4,No
794,3,6,Decorated Scale Shoulder Guards,4.2,No
795,3,4,Decorated Steel Lamellar Shoulder Pieces,3.8,No
796,3,2,Fringed Cape,0.25,No
797,3,2,Fur Cloak,2.7,No
798,3,2,Fur Cloak With Round Plate,7.6,No
799,3,7,Green Hood,0.35,Yes
800,3,5,Heavy Cloak,0.5,Yes
801,3,8,Heavy Lamellar Pauldrons,3.5,No
802,3,2,Heavy Tartan Scarf,0.55,No
803,3,2,Heavy Warlord Pauldrons,8,No
804,3,7,Hood,0.35,Yes
805,3,8,Iron Plate Pauldrons,2.2,No
806,3,6,Lamellar Pauldrons,4.5,No
807,3,8,Lamellar Pauldrons,2.2,No
808,3,6,Lamellar Shoulder Guards,1.8,No
809,3,4,Lamellar Shoulder Pieces,9,No
810,3,2,Large Fur Cloak With Round Plate,8.3,No
811,3,4,Leather Lamellar Shoulder Guards,3.5,No
812,3,5,Leather Shoulder Guard,0.6,No
813,3,8,Legionary Cape,6.9,No
814,3,8,Legionary Padded Straps,3.2,No
815,3,8,Legionary Reinforced Studded Harness,3.9,No
816,3,8,Legionary Studded Harness,2.8,No
817,3,1,Leopard Pelt,2,Yes
818,3,1,Long Sleeved Bronze Scale Shoulder Guards,2.2,No
819,3,6,Mail Shoulder Guards,5.7,No
820,3,2,Mail Shoulder Pieces,2.3,No
821,3,2,Mail Shoulder Reinforcements,3.5,No
822,3,8,Neckguard with Bronze Plate Pauldrons,7.8,No
823,3,7,Ornate Pauldrons,2.2,No
824,3,7,Ornate Pauldrons with Cape,4.4,No
825,3,7,Padded Leather Shoulders,2.4,No
826,3,7,Pauldrons with Cape,5.6,No
827,3,4,Reinforced Bronze Lamellar Shoulder Guards,3,No
828,3,1,Reinforced Bronze Scale Shoulder Guards,9.2,No
829,3,2,Reinforced Harness with Cape,3.5,No
830,3,6,Reinforced Lamellar Shoulder Guards,2.4,No
831,3,4,Reinforced Leather Pauldrons,3.5,No
832,3,7,Reinforced Mail Shoulders,5.8,No
833,3,7,Reinforced Ornate Pauldrons,6.4,No
834,3,7,Reinforced Ornate Pauldrons over Scale,11.4,No
835,3,1,Reinforced Scale Pauldrons,8.2,No
836,3,4,Reinforced Studded Neckguard,5.9,No
837,3,4,Reinforced Studded Shoulder Guards,9.9,No
838,3,4,Reinforced Suede Shoulder Guards,0.75,No
839,3,1,Ringmail Shoulder Guard,2.9,No
840,3,2,Rough Bearskin,5.3,No
841,3,1,Scale Pauldrons,2.8,No
842,3,1,Scale Shoulder Guards,5,No
843,3,7,Scale Shoulderguards,1.7,No
844,3,5,Scarf,0.3,Yes
845,3,5,Shawl,0.2,Yes
846,3,5,Short Cloak,0.2,Yes
847,3,2,Shoulder Harness,0.65,No
848,3,2,Simple Cape,0.2,Yes
849,3,6,Stitched Leather Shoulders,0.9,No
850,3,2,Tartan Cape,0.5,No
851,3,2,Tartan Cloak,0.25,Yes
852,3,2,Tartan Shoulder Harness,1.3,No
853,3,5,Thick Scarf,0.3,Yes
854,3,2,Wolf Pelt Cape,2.8,No
855,3,2,Woodland Cape,0.85,No
856,3,2,Woodland Fur Cloak,1.2,No
857,3,8,Woven Leather Shoulders,2.8,No
858,3,5,Woven Shoulder Pad,0.3,Yes
859,3,2,Armwraps,0.2,Yes
860,3,6,Bronze Bracers,1.3,No
861,3,2,Buttoned Leather Bracers,0.5,Yes
862,3,8,Decorated Imperial Gauntlets,1.5,No
863,3,2,Fian Bracers,0.6,Yes
864,3,2,Fur Rimmed Leather Gloves,0.8,Yes
865,3,2,Guarded Armwraps,0.4,Yes
866,3,1,Guarded Padded Vambraces,0.6,Yes
867,3,7,Heavy Mail Mittens,1.7,No
868,3,7,Khan's Plated Bracers,2.2,No
869,3,8,Lamellar Plate Gauntlets,1.8,No
870,3,5,Leather Gloves,0.4,Yes
871,3,4,Leather Vambraces,0.5,Yes
872,3,8,Lordly Padded Mittens,1.3,No
873,3,7,Mail Mittens,1.4,No
874,3,8,Padded Mittens,0.6,Yes
875,3,5,Padded Vambraces,0.1,No
876,3,6,Plate Reinforced Gloves,1.5,No
877,3,4,Plated Leather Vambraces,1.7,No
878,3,8,Plated Striped Vambraces,1.4,No
879,3,2,Ragged Armwraps,0.4,Yes
880,3,7,Reinforced Mail Mittens,1.6,No
881,3,8,Reinforced Padded Mittens,0.9,No
882,3,2,Rough Tied Bracers,0.6,Yes
883,3,2,Roughtied Leather Bracers,0.5,Yes
884,3,2,Scale Warlord Bracers,1.5,No
885,3,7,Splint Vambraces,1,No
886,3,2,Strapped Leather Bracers,0.5,Yes
887,3,4,Studded Leather Vambraces,0.9,No
888,3,4,Studded Vambraces,0.7,No
889,3,8,Woven Leather Bracers,0.8,No
890,3,4,Wrapped Armguards,0.3,Yes
891,3,2,Belted Leather Boots,1.1,Yes
892,3,4,Curved Boots,0.9,Yes
893,3,8,Decorated Plate Boots,2.3,No
894,3,8,Fine Town Boots,0.5,Yes
895,3,2,Folded Leather Boots,0.9,Yes
896,3,8,Folded Town Boots,1,Yes
897,3,2,Forester Boots,1,Yes
898,3,2,Fur Boots,1.5,Yes
899,3,4,Fur Rimmed Curved Boots,0.8,Yes
900,3,2,Highborn Leather Boots,1,Yes
901,3,8,Horseman Boots,0.8,Yes
902,3,6,Huscarl Plated Boots,2.9,No
903,3,5,Ladies Shoes,0.6,Yes
904,3,8,Lamellar Plate Boots,3.5,No
905,3,7,Leather Cavalier Boots,0.9,Yes
906,3,4,Leather Riding Boots,1.1,Yes
907,3,5,Leather Shoes,0.7,Yes
908,3,7,Mail Cavalier Boots,1.8,No
909,3,7,Mail Chausses,2.9,No
910,3,1,Moccasins,0.5,Yes
911,3,5,Ragged Boots,0.8,Yes
912,3,4,Reinforced Suede Boots,1,Yes
913,3,2,Rough Tied Boots,0.9,Yes
914,3,2,Scaled Boots,2.6,No
915,3,6,Simple Leather Boots,1.55,Yes
916,3,8,Splint Boots,2.7,No
917,3,8,Strapped Leather Boots,0.9,Yes
918,3,7,Strapped Mail Chausses,3,No
919,3,5,Strapped Shoes,0.7,Yes
920,3,4,Sturdy Leather Boots,0.8,Yes
921,3,6,Tied Boots,1.2,Yes
922,3,6,Tied Leather Boots,1.8,Yes
923,3,2,Woodland Boots,1,Yes
924,3,2,Woodland Leg Wrappings,1,Yes
925,3,4,Woven Leather Boots,0.7,Yes
926,3,6,Wrapped Boots,1,Yes
927,3,2,Wrapped Leather Boots,1,Yes
928,3,1,Wrapped Shoes,0.8,Yes
929,3,2,Battania Horse Harness,30,Yes
930,3,1,Bedouin Cloth Saddle,22.5,Yes
931,3,1,Bedouin Common Saddle,27,Yes
932,3,1,Camel Saddle,130,Yes
933,3,1,Camel Saddle with Heavy Load,130,Yes
934,3,1,Camel Saddle with Light Load,130,Yes
935,3,8,Cataphract Half Scale Barding,80,Yes
936,3,8,Cataphract Scale Barding,135,Yes
937,3,5,Celtic Frost,26,Yes
938,3,5,Chain Mail Horse Armor,120,Yes
939,3,5,Fortunas Choice,26,Yes
940,3,5,Fur Saddle,16,Yes
941,3,7,Half Mail Barding,65,Yes
942,3,2,Half Scaled Barding,76,Yes
943,3,8,Imperial Riding Harness,22,Yes
944,3,4,Lamellar Half Barding,70,Yes
945,3,5,Light Harness,20,Yes
946,3,6,Light Saddle,30,Yes
947,3,5,Mule Harness with Bags,120,Yes
948,3,5,Mule Harness with Baskets,120,Yes
949,3,5,Mule Harness with Pack,120,Yes
950,3,7,Reinforced Chainmail Barding,130,Yes
951,3,1,Reinforced Half Plate Barding,90,Yes
952,3,4,Reinforced Mail Barding,85,Yes
953,3,1,Reinforced Plate Barding,145,Yes
954,3,6,Ring Mail Barding,82,Yes
955,3,6,Rough Cavalry Saddle,35,Yes
956,3,1,Rugged Bedouin Saddle,21,Yes
957,3,2,Rugged Fur Saddle,23,Yes
958,3,5,Rugged Saddle,24,Yes
959,3,5,Saddle of Aeneas,26,Yes
960,3,2,Scale Barding,125,Yes
961,3,4,Steppe Fur Harness,25.5,Yes
962,3,4,Steppe Saddle,23.5,Yes
963,3,8,Striped Leather Harness,26,Yes
964,4,5,Wooden Shield,2,Yes
965,4,2,Hide Covered Round Shield,2,Yes
966,4,2,Leather Covered Round Shield,2.5,Yes
967,4,6,Nordic Shield,2,Yes
968,4,5,Old Round Shield,2.5,Yes
969,4,5,Plain Round Shield,3,Yes
970,4,5,Round Shield,3.5,No
971,4,7,Heavy Round Shield,4,No
972,4,7,Huscarl's Round Shield,4.5,No
973,4,7,Plain Cavalry Shield,2,No
974,4,7,Round Cavalry Shield,2.5,No
975,4,7,Elite Cavalry Shield,3,No
976,4,8,Old Heater Shield,2,Yes
977,4,8,Plain Heater Shield,2.5,Yes
978,4,8,Heater Shield,3,No
979,4,8,Heavy Heater Shield,3.5,No
980,4,8,Horseman's Heater Shield,2,No
981,4,8,Knightly Heater Shield,2.5,No
982,4,5,Heater Shield,3.5,Yes
983,4,5,Fur Covered Shield,3.5,Yes
984,4,2,Old Kite Shield,2,Yes
985,4,2,Plain Kite Shield,2.5,Yes
986,4,2,Kite Shield,3,No
987,4,2,Heavy Kite Shield,3.5,No
988,4,7,Horseman's Kite Shield,2,No
989,4,7,Knightly Kite Shield,2.5,No
990,4,5,Old Board Shield,3.5,Yes
991,4,5,Plain Board Shield,4,Yes
992,4,5,Board Shield,4.5,No
993,4,5,Heavy Board Shield,5,No
994,4,7,Plate Covered Round Shield,4,No
995,4,5,Steel Shield,4,No
996,5,1,Asaligat,450,No
997,5,1,Askarat,500,No
998,5,2,Battanion Hobby,380,Yes
999,5,2,Battanian Thoroughbred,420,No
1000,5,1,Camel,500,Yes
1001,5,8,Canterion Charger,460,No
1002,5,7,Charger,430,No
1003,5,7,Cossian,500,No
1004,5,4,Darshi Horse,360,No
1005,5,8,Hunter,390,Yes
1006,5,8,Husnphree,550,No
1007,5,8,Midlands Palfrey,390,Yes
1008,5,5,Mule,300,Yes
1009,5,1,Nahasawi,400,Yes
1010,5,1,Omor Trotter,500,No
1011,5,1,Pack Camel,520,Yes
1012,5,1,Palmatian,520,No
1013,5,1,Revyl Chaser,450,No
1014,5,8,Rouncey,425,Yes
1015,5,7,Royal Destrier,540,No
1016,5,8,Saddle Horse,420,Yes
1017,5,6,Sturgian Native,440,Yes
1018,5,4,Sumpter Horse,430,Yes
1019,5,6,Tyal Horse,490,No
1020,5,7,Valanby Courser,475,No
1021,5,7,Wadar Hotblood,485,No
1022,5,1,War Camel,500,No
1023,5,5,Work Horse,490,Yes
1024,5,2,Glintor Pony,450,No
