Item_ID,Leg_Armor_Rating,Body_Armor_Rating,Arm_Armor_Rating,Head_Armor_Rating,Armor_Rating,Total_Armor_Rating,Material,Merchandise
886,0,0,5,0,0,5,Leather,Yes
887,0,0,11,0,0,11,Leather,Yes
888,0,0,5,0,0,5,Leather,Yes
889,0,0,6,0,0,6,Leather,Yes
890,0,0,3,0,0,3,Cloth,Yes
891,5,0,0,0,0,5,Leather,Yes
892,5,0,0,0,0,5,Leather,Yes
893,20,0,0,0,0,20,Plate,Yes
894,4,0,0,0,0,4,Leather,Yes
895,9,0,0,0,0,9,Leather,Yes
896,4,0,0,0,0,4,Leather,Yes
897,5,0,0,0,0,5,Leather,Yes
898,6,0,0,0,0,6,Leather,Yes
899,4,0,0,0,0,4,Leather,Yes
900,5,0,0,0,0,5,Leather,Yes
901,5,0,0,0,0,5,Leather,Yes
902,18,0,0,0,0,18,Plate,Yes
903,1,0,0,0,0,1,Cloth,Yes
904,19,0,0,0,0,19,Plate,Yes
905,6,0,0,0,0,6,Leather,Yes
906,6,0,0,0,0,6,Leather,Yes
907,3,0,0,0,0,3,Leather,Yes
908,12,0,0,0,0,12,Chainmail,Yes
909,22,0,0,0,0,22,Chainmail,Yes
910,2,0,0,0,0,2,Cloth,Yes
911,5,0,0,0,0,5,Cloth,Yes
912,20,0,0,0,0,20,Leather,Yes
913,6,0,0,0,0,6,Leather,Yes
914,26,0,0,0,0,26,Plate,Yes
915,5,0,0,0,0,5,Leather,Yes
916,22,0,0,0,0,22,Plate,Yes
917,5,0,0,0,0,5,Cloth,Yes
918,23,0,0,0,0,23,Chainmail,Yes
919,5,0,0,0,0,5,Cloth,Yes
920,4,0,0,0,0,4,Leather,Yes
921,4,0,0,0,0,4,Leather,Yes
922,6,0,0,0,0,6,Leather,Yes
923,6,0,0,0,0,6,Leather,Yes
924,8,0,0,0,0,8,Cloth,Yes
925,5,0,0,0,0,5,Leather,Yes
926,3,0,0,0,0,3,Leather,Yes
927,7,0,0,0,0,7,Leather,Yes
928,4,0,0,0,0,4,Cloth,Yes
929,0,0,0,0,15,15,Leather,Yes
930,0,0,0,0,12,12,Cloth,Yes
931,0,0,0,0,12,12,Cloth,Yes
932,0,0,0,0,10,10,Leather,Yes
933,0,0,0,0,10,10,Leather,No
934,0,0,0,0,10,10,Leather,No
935,0,0,0,0,60,60,Chainmail,Yes
936,0,0,0,0,75,75,Chainmail,Yes
937,0,0,0,0,78,78,Chainmail,No
938,0,0,0,0,55,55,Chainmail,Yes
939,0,0,0,0,77,77,Chainmail,No
940,0,0,0,0,12,12,Leather,No
941,0,0,0,0,52,52,Chainmail,Yes
942,0,0,0,0,40,40,Chainmail,Yes
943,0,0,0,0,9,9,Leather,Yes
944,0,0,0,0,38,38,Chainmail,Yes
945,0,0,0,0,10,10,Leather,Yes
946,0,0,0,0,20,20,Leather,Yes
947,0,0,0,0,10,10,Cloth,No
948,0,0,0,0,10,10,Cloth,No
949,0,0,0,0,10,10,Cloth,No
950,0,0,0,0,64,64,Chainmail,Yes
951,0,0,0,0,58,58,Plate,Yes
952,0,0,0,0,52,52,Chainmail,Yes
953,0,0,0,0,68,68,Plate,Yes
954,0,0,0,0,41,41,Chainmail,Yes
955,0,0,0,0,15,15,Leather,Yes
956,0,0,0,0,9,9,Cloth,Yes
957,0,0,0,0,10,10,Cloth,Yes
958,0,0,0,0,8,8,Cloth,Yes
959,0,0,0,0,76,76,Chainmail,No
960,0,0,0,0,50,50,Chainmail,Yes
961,0,0,0,0,16,16,Chainmail,Yes
962,0,0,0,0,12,12,Chainmail,Yes
963,0,0,0,0,15,15,Leather,Yes
